ID;Name;Club;CA;Age;Nati;Position;Division
420;Bradley Barcola;Paris SG;143;20;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
425;Gaëtan Laborde;OGC Nice;142;29;FRA;AM (R), ST (C);Ligue 1 Uber Eats
427;Florent Mollet;FC Nantes;125;31;FRA;M (RC), AM (RLC);Ligue 1 Uber Eats
428;Elye Wahi;RC Lens;133;20;FRA;AM (L), ST (C);Ligue 1 Uber Eats
430;Modibo Sagnan;Montpellier;117;24;FRA;D (C);Ligue 1 Uber Eats
432;Tanguy Coulibaly;Montpellier;121;22;FRA;M/AM (RL);Ligue 1 Uber Eats
436;Lucas Chevalier;LOSC;131;21;FRA;GK;Ligue 1 Uber Eats
437;Adrien Thomasson;RC Lens;131;29;FRA;M (C), AM (RLC);Ligue 1 Uber Eats
438;Arnaud Nordin;Montpellier;130;25;FRA;AM (R);Ligue 1 Uber Eats
446;Christopher Jullien;Montpellier;119;30;FRA;D (C);Ligue 1 Uber Eats
452;Warmed Omari;Rennes;132;23;FRA;D (C), DM;Ligue 1 Uber Eats
454;Alexis Beka Beka;OGC Nice;112;22;FRA;DM, M (C);Ligue 1 Uber Eats
456;Lilian Brassier;Brest;130;23;FRA;D (LC);Ligue 1 Uber Eats
457;Hugo Magnetti;Brest;129;25;FRA;DM, M (C);Ligue 1 Uber Eats
459;Jordan Amavi;Brest;118;29;FRA;D/WB/M (L);Ligue 1 Uber Eats
462;Nicolas Pallois;FC Nantes;118;35;FRA;D (C);Ligue 1 Uber Eats
466;Brendan Chardonnet;Brest;129;28;FRA;D (C);Ligue 1 Uber Eats
469;Désiré Doué;Rennes;123;18;FRA;M (C), AM (LC);Ligue 1 Uber Eats
471;Jonas Martin;Brest;122;33;FRA;M/AM (C);Ligue 1 Uber Eats
472;Matthis Abline;FC Nantes;117;20;FRA;ST (C);Ligue 1 Uber Eats
473;Florian Sotoca;RC Lens;130;32;FRA;AM (RC), ST (C);Ligue 1 Uber Eats
474;Kenny Lala;Brest;127;31;FRA;D/WB (R);Ligue 1 Uber Eats
476;Kelvin Amian;FC Nantes;121;25;FRA;D (RC);Ligue 1 Uber Eats
477;Samuel Grandsir;Havre AC;119;26;FRA;AM (RLC);Ligue 1 Uber Eats
485;Andy Pelmard;Clermont;125;23;FRA;D (LC);Ligue 1 Uber Eats
487;Maxime Colin;FC Metz;121;31;FRA;D (RL), WB (R);Ligue 1 Uber Eats
489;Mahdi Camara;Brest;128;25;FRA;DM, M (C);Ligue 1 Uber Eats
491;Ibrahima Sissoko;Strasbourg;127;25;FRA;DM, M (C);Ligue 1 Uber Eats
493;Kévin N'Doram;FC Metz;125;27;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
494;Wesley Saïd;RC Lens;124;28;FRA;ST (C);Ligue 1 Uber Eats
495;Jonathan Gradit;RC Lens;133;30;FRA;D (RC);Ligue 1 Uber Eats
497;Jordan Ferri;Montpellier;127;31;FRA;DM, M (C);Ligue 1 Uber Eats
499;Eliesse Ben Seghir;AS Monaco;121;18;FRA;M/AM (C);Ligue 1 Uber Eats
502;Maxime Dupé;OGC Nice;125;30;FRA;GK;Ligue 1 Uber Eats
503;Romain Del Castillo;Brest;130;27;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
505;Alexis Claude-Maurice;OGC Nice;118;25;FRA;M (LC), AM (RLC);Ligue 1 Uber Eats
510;Yann Gboho;Toulouse FC;111;22;FRA;AM (LC);Ligue 1 Uber Eats
511;Christophe Hérelle;FC Metz;124;30;FRA;D (RC);Ligue 1 Uber Eats
512;Bafodé Diakité;LOSC;133;22;FRA;D (RC);Ligue 1 Uber Eats
517;Thomas Delaine;Strasbourg;126;31;FRA;D (RL), WB (L);Ligue 1 Uber Eats
519;Jérémy Le Douaron;Brest;129;25;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
521;Johan Gastien;Clermont;124;35;FRA;DM, M (C);Ligue 1 Uber Eats
523;Guillaume Restes;Toulouse FC;121;18;FRA;GK;Ligue 1 Uber Eats
524;Julien Laporte;FC Lorient;123;29;FRA;D (C);Ligue 1 Uber Eats
527;Tom Saettel;Strasbourg;75;18;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
530;Matthieu Udol;FC Metz;126;27;FRA;D (LC);Ligue 1 Uber Eats
535;Quentin Boisgard;FC Lorient;120;26;FRA;M/AM (RLC);Ligue 1 Uber Eats
536;Jessy Deminguet;Strasbourg;123;25;FRA;DM, M (C);Ligue 1 Uber Eats
538;Jean-Louis Leca;RC Lens;116;37;FRA;GK;Ligue 1 Uber Eats
542;Arthur Desmas;Havre AC;126;29;FRA;GK;Ligue 1 Uber Eats
543;Leny Yoro;LOSC;119;17;FRA;D (C);Ligue 1 Uber Eats
544;Yohann Magnin;Clermont;122;26;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
548;Ludovic Butelle;Reims;106;40;FRA;GK;Ligue 1 Uber Eats
549;Julien Ponceau;FC Lorient;123;22;FRA;M/AM (C);Ligue 1 Uber Eats
550;Gauthier Gallon;Rennes;125;30;FRA;GK;Ligue 1 Uber Eats
551;Melvin Bard;OGC Nice;132;22;FRA;D/WB/M (L);Ligue 1 Uber Eats
554;Jean-Kevin Duverne;FC Nantes;123;25;FRA;D (RLC);Ligue 1 Uber Eats
555;Isaak Touré;FC Lorient;118;20;FRA;D (C);Ligue 1 Uber Eats
556;Jimmy Cabot;RC Lens;120;29;FRA;WB (R), M/AM (RL);Ligue 1 Uber Eats
560;Lucas Perrin;Strasbourg;130;24;FRA;D (C), DM;Ligue 1 Uber Eats
561;Marcus Coco;FC Nantes;122;27;FRA;D/WB/M/AM (R);Ligue 1 Uber Eats
564;Christopher Operi;Havre AC;126;26;FRA;D/WB (L);Ligue 1 Uber Eats
565;Rémy Descamps;FC Nantes;123;27;FRA;GK;Ligue 1 Uber Eats
566;Théo Le Bris;FC Lorient;118;20;FRA;M/AM (LC);Ligue 1 Uber Eats
567;Bradley Locko;Brest;125;21;FRA;D/WB (L);Ligue 1 Uber Eats
571;Grejohn Kyei;Clermont;122;27;FRA;ST (C);Ligue 1 Uber Eats
574;Mathieu Gorgelin;Havre AC;109;32;FRA;GK;Ligue 1 Uber Eats
575;Florent Ogier;Clermont;117;34;FRA;D (C);Ligue 1 Uber Eats
577;Kader Bamba;FC Nantes;119;29;FRA;M (L), AM (RLC);Ligue 1 Uber Eats
578;Stéphane Sparagna;OM;102;28;FRA;D (C);Ligue 1 Uber Eats
581;Marc-Aurèle Caillard;FC Metz;114;29;FRA;GK;Ligue 1 Uber Eats
582;Adrien Lebeau;Brest;116;23;FRA;D/WB (R), M/AM (C);Ligue 1 Uber Eats
583;Evann Guessand;OGC Nice;125;22;FRA;ST (C);Ligue 1 Uber Eats
584;Junior Kroupi;FC Lorient;112;17;FRA;AM (C), ST (C);Ligue 1 Uber Eats
586;Gautier Lloris;Havre AC;129;27;FRA;D (C);Ligue 1 Uber Eats
588;Léo Leroy;Montpellier;119;23;FRA;DM, M (C);Ligue 1 Uber Eats
589;Guillaume Dietsch;FC Metz;112;22;FRA;GK;Ligue 1 Uber Eats
597;Marvin Senaya;Strasbourg;120;22;FRA;D/WB (R);Ligue 1 Uber Eats
602;Yehvann Diouf;Reims;121;23;FRA;GK;Ligue 1 Uber Eats
604;Théo Sainte-Luce;Montpellier;115;24;FRA;D/WB (L);Ligue 1 Uber Eats
605;Matthieu Dreyer;Strasbourg;110;34;FRA;GK;Ligue 1 Uber Eats
606;Jeanuël Belocian;Rennes;115;18;FRA;D (LC), DM;Ligue 1 Uber Eats
607;Nathan Zeze;FC Nantes;112;18;FRA;D (C);Ligue 1 Uber Eats
610;Dilane Bakwa;Strasbourg;130;20;FRA;AM (RL);Ligue 1 Uber Eats
612;Junior Mwanga;Strasbourg;127;20;FRA;D (C), DM;Ligue 1 Uber Eats
615;Aloïs Confais;Havre AC;105;26;FRA;D (R), DM, M (C);Ligue 1 Uber Eats
618;Ayman Kari;FC Lorient;113;18;FRA;M (C);Ligue 1 Uber Eats
621;Yoël Armougom;Clermont;111;25;FRA;D/WB/M (L);Ligue 1 Uber Eats
622;Bilal Boutobba;Clermont;115;24;FRA;M (R), AM (RC);Ligue 1 Uber Eats
625;Loris Mouyokolo;FC Lorient;106;22;FRA;D (C);Ligue 1 Uber Eats
627;Thérence Koudou;Reims;100;18;FRA;D/WB (R);Ligue 1 Uber Eats
628;Julien Le Cardinal;Brest;116;25;FRA;D (RC), WB (R), DM;Ligue 1 Uber Eats
629;Grégoire Coudert;Brest;112;24;FRA;GK;Ligue 1 Uber Eats
633;Alexandre Olliero;Reims;113;27;FRA;GK;Ligue 1 Uber Eats
634;Kassoum Ouattara;AS Monaco;107;18;FRA;D/WB (L);Ligue 1 Uber Eats
635;Chrislain Matsima;Clermont;114;21;FRA;D (C), DM;Ligue 1 Uber Eats
636;Bastien Meupiyou;FC Nantes;104;17;FRA;D (C), DM;Ligue 1 Uber Eats
638;Alan Virginius;Clermont;110;20;FRA;M/AM (RL);Ligue 1 Uber Eats
639;Christian Mawissa;Toulouse FC;105;18;FRA;D (LC);Ligue 1 Uber Eats
641;Saël Kumbedi;OL;112;18;FRA;D/WB (R);Ligue 1 Uber Eats
642;Stredair Appuah Owusu;FC Nantes;108;19;FRA;M (RL), AM (R);Ligue 1 Uber Eats
644;Cheick Doumbia;Havre AC;88;18;FRA;D/WB (L);Ligue 1 Uber Eats
645;Youte;Havre AC;123;21;FRA;D (C);Ligue 1 Uber Eats
647;Josué Casimir;Havre AC;123;21;FRA;M/AM (RL);Ligue 1 Uber Eats
650;Joseph Nduquidi;FC Metz;105;18;FRA;DM, M (C);Ligue 1 Uber Eats
653;Yan Marillat;Brest;93;28;FRA;GK;Ligue 1 Uber Eats
654;Valentin Vanbaleghem;LOSC;98;26;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
656;Antoine Joujou;Havre AC;118;20;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
658;Sofiane Sidi Ali;OM;85;27;FRA;M/AM (RL);Ligue 1 Uber Eats
660;Jérémy Jacquet;Clermont;100;17;FRA;D (C);Ligue 1 Uber Eats
661;Paul Bellon;FC Lorient;93;23;FRA;DM, M (C);Ligue 1 Uber Eats
662;Mahamadou Diawara;OL;102;18;FRA;M (C);Ligue 1 Uber Eats
663;Mathis Lambourde;Rennes;103;17;FRA;AM (R), ST (C);Ligue 1 Uber Eats
664;Edan Diop;AS Monaco;104;18;FRA;M/AM (C);Ligue 1 Uber Eats
665;Noah Lahmadi;Toulouse FC;97;18;FRA;DM, M (C);Ligue 1 Uber Eats
669;Ritchy Valme;AS Monaco;95;18;FRA;D (C);Ligue 1 Uber Eats
670;Steve N'Goura;Havre AC;99;18;FRA;ST (C);Ligue 1 Uber Eats
671;Kaïl Boudache;OGC Nice;95;17;FRA;M/AM (R);Ligue 1 Uber Eats
674;Nhoa Sangui;Reims;92;17;FRA;D (L);Ligue 1 Uber Eats
675;Mamadou Diakhon;Reims;95;17;FRA;M (RL);Ligue 1 Uber Eats
676;Valentin Atangana Edoa;Reims;100;17;FRA;DM;Ligue 1 Uber Eats
680;Noah Edjouma;Toulouse FC;87;17;FRA;AM (RL);Ligue 1 Uber Eats
681;Saïmon Bouabré;AS Monaco;100;17;FRA;M/AM (C);Ligue 1 Uber Eats
683;Alexis Mirbach;FC Metz;94;18;FRA;GK;Ligue 1 Uber Eats
684;Emmanuel Samba;RC Lens;88;22;FRA;AM (L);Ligue 1 Uber Eats
686;Yaël Thébault;Rennes;84;16;FRA;D (C), DM;Ligue 1 Uber Eats
687;Dehmaine Tabibou;FC Nantes;89;18;FRA;M/AM (C);Ligue 1 Uber Eats
688;Malang Gomes;FC Nantes;89;18;FRA;DM, M (C);Ligue 1 Uber Eats
689;Joris Manquant;FC Metz;83;17;FRA;ST (C);Ligue 1 Uber Eats
690;Fodé Sylla;RC Lens;93;17;FRA;DM, M (C);Ligue 1 Uber Eats
691;Enzo Sternal;OM;86;16;FRA;AM (LC), ST (C);Ligue 1 Uber Eats
692;Yanis Issoufou;Montpellier;90;16;FRA;AM (L);Ligue 1 Uber Eats
693;Enzo Mongo;FC Nantes;87;18;FRA;D (C);Ligue 1 Uber Eats
694;Wassim Bahri;FC Metz;86;18;FRA;M/AM (C);Ligue 1 Uber Eats
695;Gino Caoki;FC Lorient;84;18;FRA;DM, M (C);Ligue 1 Uber Eats
697;Ylies Aradj;Toulouse FC;90;18;FRA;D/WB (L);Ligue 1 Uber Eats
698;Emran Soglo;OM;88;17;FRA;M (LC), AM (L);Ligue 1 Uber Eats
700;Alexis Ntamack;Toulouse FC;82;18;FRA;AM (RL);Ligue 1 Uber Eats
701;Yannis M'Bemba;FC Nantes;92;22;FRA;D (C);Ligue 1 Uber Eats
702;Thomas Himeur;Toulouse FC;95;22;FRA;GK;Ligue 1 Uber Eats
704;Yoann Dumay;Strasbourg;65;18;FRA;D (RC);Ligue 1 Uber Eats
707;Justin Bengui Joao;OL;96;17;FRA;GK;Ligue 1 Uber Eats
708;Islamdine Halifa;OL;92;18;FRA;DM, M (C);Ligue 1 Uber Eats
709;Ewen Jaouen;Reims;84;17;FRA;GK;Ligue 1 Uber Eats
711;Lisandru Olmeta;LOSC;88;17;FRA;GK;Ligue 1 Uber Eats
713;Paul Argney;Havre AC;92;17;FRA;GK;Ligue 1 Uber Eats
714;Dylan Vangi Vungele;FC Metz;83;17;FRA;D (LC);Ligue 1 Uber Eats
715;Mathieu Acapandié;FC Nantes;89;18;FRA;D (R);Ligue 1 Uber Eats
717;Mohamed-Amine Bouchenna;Clermont;86;17;FRA;ST (C);Ligue 1 Uber Eats
719;Téo Barisic;OL;86;18;FRA;D (RC);Ligue 1 Uber Eats
720;Teddy Boulhendi;OGC Nice;87;22;FRA;GK;Ligue 1 Uber Eats
721;Trévis Dago;LOSC;85;18;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
722;Noah Rajaonarisina;Strasbourg;65;17;FRA;AM (RC);Ligue 1 Uber Eats
725;Yacine Chaib;OL;88;18;FRA;D/WB (L);Ligue 1 Uber Eats
726;Romain Jean-Baptiste;FC Metz;81;17;FRA;GK;Ligue 1 Uber Eats
727;Lanroy Machine;FC Metz;80;17;FRA;AM (RC), ST (C);Ligue 1 Uber Eats
728;Antonin Cartillier;Brest;88;19;FRA;D (L);Ligue 1 Uber Eats
729;Mervin Gbeme;Rennes;84;16;FRA;M/AM (R);Ligue 1 Uber Eats
730;Yéli Traoré;LOSC;65;16;FRA;ST (C);Ligue 1 Uber Eats
731;Amidou Doumbouya;OGC Nice;75;15;FRA;D (C), DM;Ligue 1 Uber Eats
732;Pape Cabral;AS Monaco;83;16;FRA;DM, M (C);Ligue 1 Uber Eats
733;Romain Perret;OL;90;18;FRA;AM (C), ST (C);Ligue 1 Uber Eats
734;Morgan Hiessler;FC Metz;83;18;FRA;D (RC);Ligue 1 Uber Eats
735;Yoann Chauvin;FC Nantes;82;16;FRA;D/WB (R);Ligue 1 Uber Eats
738;Joan Tincres;AS Monaco;84;17;FRA;ST (C);Ligue 1 Uber Eats
739;Aaron Malouda;LOSC;85;17;FRA;ST (C);Ligue 1 Uber Eats
740;Joël-Emmanuel Coulibaly;Rennes;82;16;FRA;DM, M (C);Ligue 1 Uber Eats
741;Arthur Tchaptchet;Reims;83;17;FRA;D (C);Ligue 1 Uber Eats
742;Ismaël Aouad;RC Lens;86;17;FRA;AM (C), ST (C);Ligue 1 Uber Eats
743;Matteo Escouflaire;RC Lens;88;18;FRA;D/WB (R);Ligue 1 Uber Eats
744;Tanguy Ahile;FC Metz;83;18;FRA;DM, M/AM (C);Ligue 1 Uber Eats
746;Steven Baseya;Strasbourg;83;18;FRA;D (R);Ligue 1 Uber Eats
747;Julien Astic;Clermont;84;18;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
748;Nicolas Wasbauer;Toulouse FC;82;18;FRA;D (C);Ligue 1 Uber Eats
749;Cléo Mélières;FC Metz;85;18;FRA;WB/M/AM (R);Ligue 1 Uber Eats
750;Yanis Sellami;OM;82;16;FRA;M (L);Ligue 1 Uber Eats
751;Gaëtan Bakhouche;Toulouse FC;81;18;FRA;D (C);Ligue 1 Uber Eats
752;Aylan Benyahia-Tahi;OM;76;17;FRA;ST (C);Ligue 1 Uber Eats
753;Oumar Camara;Paris SG;82;16;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
754;Gaël Lafont;OM;85;17;FRA;M/AM (C);Ligue 1 Uber Eats
755;Fouad El Maach;AS Monaco;85;22;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
756;Mathys De Carvalho;OL;84;18;FRA;DM, M (C);Ligue 1 Uber Eats
757;Amay Caprice;OM;84;18;FRA;D/WB (R), DM, M (C);Ligue 1 Uber Eats
758;Ahmed Djime;OL;80;18;FRA;D (RC), WB (R);Ligue 1 Uber Eats
759;Gwendal Degorce;OL;82;18;FRA;D (LC);Ligue 1 Uber Eats
760;Jérémy Mounsesse;OL;82;17;FRA;D (C);Ligue 1 Uber Eats
762;Bryan Meyo;OL;80;17;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
764;Longin Bimai;Strasbourg;60;17;FRA;D (C);Ligue 1 Uber Eats
768;Ruben Beliandjou;Toulouse FC;83;17;FRA;ST (C);Ligue 1 Uber Eats
769;Loann Trolez;Brest;80;17;FRA;D/WB (R);Ligue 1 Uber Eats
772;Aladji Bamba;AS Monaco;81;16;FRA;M (C);Ligue 1 Uber Eats
773;Emerson Pedro Vanga;OL;80;17;FRA;M (C);Ligue 1 Uber Eats
774;Noam Marchal;FC Metz;76;17;FRA;DM, M (C);Ligue 1 Uber Eats
775;Ruben Akalé;LOSC;70;16;FRA;ST (C);Ligue 1 Uber Eats
776;Junior Ndiaye;Montpellier;80;18;FRA;ST (C);Ligue 1 Uber Eats
777;Axel Gueguin;Montpellier;87;18;FRA;AM (R);Ligue 1 Uber Eats
778;Kévin Lukoki;FC Nantes;84;18;FRA;D/WB (R), DM, M (C);Ligue 1 Uber Eats
781;Steeve Mvodo Mvodo;Rennes;80;16;FRA;M/AM (C);Ligue 1 Uber Eats
782;Daouda Traoré;OGC Nice;78;16;FRA;M/AM (C);Ligue 1 Uber Eats
783;Emeric Etondé;OL;78;16;FRA;D (C);Ligue 1 Uber Eats
784;Aboubacar Ali Abdallah;Strasbourg;65;17;FRA;ST (C);Ligue 1 Uber Eats
786;Yoni Gomis;Havre AC;97;17;FRA;D (C);Ligue 1 Uber Eats
787;Tony Mendy;Paris SG;80;16;FRA;AM (R), ST (C);Ligue 1 Uber Eats
790;Thibaut Ehling;OL;80;22;FRA;M (R), AM (RL);Ligue 1 Uber Eats
792;Thomas Da Costa;OM;70;25;FRA;D/WB (L);Ligue 1 Uber Eats
794;Sophian Do Carmo;Reims;81;17;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
795;Ousmane Touré;LOSC;77;18;FRA;D (LC);Ligue 1 Uber Eats
796;Joseph Mangondo;FC Metz;79;17;FRA;ST (C);Ligue 1 Uber Eats
797;Abdoul Koné;Reims;80;18;FRA;D (RC);Ligue 1 Uber Eats
800;Daniel Le Duigou;FC Nantes;80;16;FRA;GK;Ligue 1 Uber Eats
801;Salifou Sylla;FC Nantes;81;16;FRA;D (C);Ligue 1 Uber Eats
804;Dylan Ourega;FC Metz;78;18;FRA;WB (L), M/AM (RL);Ligue 1 Uber Eats
805;Imdad Charifou;OL;78;16;FRA;D (C), DM;Ligue 1 Uber Eats
806;Issam El Foukhari;FC Metz;78;18;FRA;D/WB/M (L);Ligue 1 Uber Eats
807;Antonin Melis;FC Metz;78;18;FRA;DM, M/AM (C);Ligue 1 Uber Eats
808;Enzo Faty;Toulouse FC;77;16;FRA;ST (C);Ligue 1 Uber Eats
809;Brice Seymour;FC Lorient;78;18;FRA;D/WB (R);Ligue 1 Uber Eats
810;Tahirys Dos Santos;FC Metz;76;17;FRA;D (LC), WB (L), DM;Ligue 1 Uber Eats
811;Alpha Bah;RC Lens;78;16;FRA;DM, M (C);Ligue 1 Uber Eats
812;Steeve Kango;OL;78;16;FRA;D (RC);Ligue 1 Uber Eats
813;Joan Tshiabu;FC Metz;74;17;FRA;D (C);Ligue 1 Uber Eats
814;Mathis Dijoux;FC Metz;73;17;FRA;GK;Ligue 1 Uber Eats
815;Ibrahim Kanté;Brest;79;16;FRA;AM (R), ST (C);Ligue 1 Uber Eats
816;Cheickné Yaffa;FC Nantes;75;22;FRA;D (R), DM;Ligue 1 Uber Eats
817;Kelyan Yahia;OL;78;16;FRA;D (C);Ligue 1 Uber Eats
818;Mateo Pereira;OL;78;17;FRA;GK;Ligue 1 Uber Eats
819;Prince Mbatshi;OL;78;17;FRA;D (C);Ligue 1 Uber Eats
820;Nathan Gnémagnon;FC Metz;72;16;FRA;ST (C);Ligue 1 Uber Eats
821;Mokrane Bentoumi;Havre AC;91;18;FRA;M/AM (C);Ligue 1 Uber Eats
822;Ilyes Benlebsir;OGC Nice;86;18;FRA;M (LC), AM (L);Ligue 1 Uber Eats
823;Thimotée Dutot;OL;70;15;FRA;D/WB (L);Ligue 1 Uber Eats
824;Noan Géraux;Brest;74;17;FRA;M/AM (C);Ligue 1 Uber Eats
825;Frédéric Efuele;Toulouse FC;75;18;FRA;DM, M (C);Ligue 1 Uber Eats
826;Warren Ngako;Toulouse FC;76;18;FRA;AM (RL);Ligue 1 Uber Eats
827;Joris Silvente;AS Monaco;75;16;FRA;DM, M (C);Ligue 1 Uber Eats
829;Mathis Coudour;AS Monaco;78;17;FRA;D (C);Ligue 1 Uber Eats
831;Pierre Ismaelo Ganiou;RC Lens;95;18;FRA;D (C);Ligue 1 Uber Eats
832;Alexandre Tunkadi;OM;75;17;FRA;AM (C);Ligue 1 Uber Eats
834;Erawan Garnier;OL;78;17;FRA;D/WB/M/AM (R);Ligue 1 Uber Eats
837;Amal Boura;AS Monaco;78;16;FRA;AM (RL);Ligue 1 Uber Eats
838;Djamy Olax;Paris SG;77;16;FRA;D/WB (R);Ligue 1 Uber Eats
840;Sayha Seha;OM;74;18;FRA;AM (L);Ligue 1 Uber Eats
841;Seny Koumbassa;Toulouse FC;78;16;FRA;D (C);Ligue 1 Uber Eats
842;Mathys Niflore;Toulouse FC;78;16;FRA;GK;Ligue 1 Uber Eats
844;Samir Haribou;FC Lorient;72;16;FRA;ST (C);Ligue 1 Uber Eats
845;Hugo Hare;FC Metz;74;16;FRA;M/AM (RL);Ligue 1 Uber Eats
848;Nolan Ferro;Strasbourg;76;17;FRA;DM, M (C);Ligue 1 Uber Eats
849;Max-Henry Nicolas;FC Metz;76;18;FRA;D/WB (R);Ligue 1 Uber Eats
850;Léo Botz;Brest;79;18;FRA;ST (C);Ligue 1 Uber Eats
851;Antonin Marsin;Reims;76;18;FRA;DM, M (C);Ligue 1 Uber Eats
852;Samuel Dias Semedo;OGC Nice;78;17;FRA;D (R);Ligue 1 Uber Eats
854;Tidiane Diallo;Strasbourg;76;17;FRA;M/AM (R);Ligue 1 Uber Eats
855;Louis Valentin Aboua;OGC Nice;77;18;FRA;D (C), DM;Ligue 1 Uber Eats
856;Alou Nonga Ibaa;Toulouse FC;70;16;FRA;AM (RL);Ligue 1 Uber Eats
857;Kimi Gandziri;FC Metz;75;17;FRA;DM, M/AM (C);Ligue 1 Uber Eats
858;Mattéo Bebey Sake;FC Lorient;75;18;FRA;DM, M (C);Ligue 1 Uber Eats
859;Matys Donavin;Clermont;75;16;FRA;D (C);Ligue 1 Uber Eats
860;Emmanuel Bably;Havre AC;75;17;FRA;D (RC);Ligue 1 Uber Eats
861;Farès Bousnina;OGC Nice;75;17;FRA;ST (C);Ligue 1 Uber Eats
862;Safy Bensalem;OGC Nice;75;17;FRA;AM (L);Ligue 1 Uber Eats
863;Haktan Sener;OL;74;16;FRA;DM, M (C);Ligue 1 Uber Eats
864;Helder Oliveira Da Silva;OL;72;16;FRA;D/WB (L);Ligue 1 Uber Eats
865;Baptiste Monveneur;OL;72;16;FRA;DM;Ligue 1 Uber Eats
866;Lilian Coponat;OL;76;17;FRA;D (RC), DM;Ligue 1 Uber Eats
867;Thiema Gueye;OL;78;18;FRA;ST (C);Ligue 1 Uber Eats
868;Kalil Rekaoui;OL;74;17;FRA;AM (C);Ligue 1 Uber Eats
869;Lenny Djouad;OL;72;17;FRA;M/AM (C);Ligue 1 Uber Eats
870;Clarence Kegongo;FC Lorient;72;18;FRA;ST (C);Ligue 1 Uber Eats
871;Mouhamed Daïf;Toulouse FC;70;17;FRA;AM (LC), ST (C);Ligue 1 Uber Eats
872;Josué Fernando;FC Metz;70;16;FRA;AM (RL), ST (C);Ligue 1 Uber Eats
873;Nolan Jeanne;FC Metz;75;18;FRA;ST (C);Ligue 1 Uber Eats
874;Gaël Alette;FC Lorient;75;22;FRA;GK;Ligue 1 Uber Eats
875;Adame Faiz;LOSC;77;18;FRA;M (C), AM (RC);Ligue 1 Uber Eats
876;Mathias Imbert;Havre AC;74;18;FRA;D/WB (L);Ligue 1 Uber Eats
877;Théo Chennahi;Montpellier;72;18;FRA;AM (C);Ligue 1 Uber Eats
878;Evan Lonchamp;LOSC;77;18;FRA;D (C), DM;Ligue 1 Uber Eats
879;Ali Moissuli Mouandhu;Montpellier;70;18;FRA;D (R);Ligue 1 Uber Eats
881;Simon Cara;Montpellier;70;18;FRA;ST (C);Ligue 1 Uber Eats
882;Sacha Vivent;Toulouse FC;66;17;FRA;D (C);Ligue 1 Uber Eats
883;Benit Mukwabango;FC Metz;68;16;FRA;D (C);Ligue 1 Uber Eats
884;Oliver Mvouama;OL;78;16;FRA;M/AM (C);Ligue 1 Uber Eats
885;Jérémy Hatchi;FC Lorient;70;18;FRA;AM (L), ST (C);Ligue 1 Uber Eats
887;Kemryk Nagera;LOSC;75;18;FRA;D (R);Ligue 1 Uber Eats
889;Ichem Ferrah;LOSC;75;17;FRA;M (R), AM (RC), ST (C);Ligue 1 Uber Eats
890;Samuel Koeberle;Reims;92;18;FRA;M (C);Ligue 1 Uber Eats
891;Raphaël Gaudel;Toulouse FC;67;17;FRA;D (R);Ligue 1 Uber Eats
892;Abdallah Mbemba;FC Metz;72;16;FRA;M (RL), AM (RLC);Ligue 1 Uber Eats
894;Benjamin Nduquidi;FC Metz;71;17;FRA;D (C);Ligue 1 Uber Eats
895;Dayann Methalie;Toulouse FC;66;17;FRA;D (L);Ligue 1 Uber Eats
896;Thibaud Garondo;Toulouse FC;75;17;FRA;D (C), DM;Ligue 1 Uber Eats
897;Damien Stegmann;FC Metz;68;17;FRA;ST (C);Ligue 1 Uber Eats
898;Lucas Michal;AS Monaco;77;18;FRA;ST (C);Ligue 1 Uber Eats
899;Mayssam Benama;AS Monaco;75;18;FRA;DM, M (C);Ligue 1 Uber Eats
900;Yann Llahona;OL;68;16;FRA;GK;Ligue 1 Uber Eats
901;Clarence Kokoro;FC Metz;72;16;FRA;D/WB (R);Ligue 1 Uber Eats
903;Luca Mailhol;Toulouse FC;68;17;FRA;DM, M (C);Ligue 1 Uber Eats
904;Nick Mokabakila;AS Monaco;78;16;FRA;D (C);Ligue 1 Uber Eats
905;Roman Karolewicz;RC Lens;94;18;FRA;GK;Ligue 1 Uber Eats
906;Ilane Touré;AS Monaco;75;16;FRA;D (C), DM, M (C);Ligue 1 Uber Eats
908;Malick Sylla;AS Monaco;74;17;FRA;ST (C);Ligue 1 Uber Eats
909;Nourdinne El Azzouzi;OL;70;16;FRA;ST (C);Ligue 1 Uber Eats
910;Khalis Merah;OL;70;16;FRA;DM, M (C);Ligue 1 Uber Eats
911;Paul Guivier;OL;74;17;FRA;M/AM (C);Ligue 1 Uber Eats
912;Manny Allegret;OL;72;16;FRA;DM, M (C);Ligue 1 Uber Eats
